country,iso3c,region,date,confirmed,deaths,recovered,negative_cases,pcr_positivo,prueba_rapida_positivo,pcr_prapida_positivo
Peru,PER,Tumbes,2020-05-17,635,59,NA,5594,75,560,NA
Peru,PER,Ucayali,2020-05-17,1709,91,NA,6410,167,1542,NA
Peru,PER,NA,2020-05-17,92273,2648,28621,558340,26963,65310,NA
Peru,PER,Amazonas,2020-05-18,317,17,NA,4404,88,229,NA
Peru,PER,Ancash,2020-05-18,2153,158,NA,16628,433,1720,NA
Peru,PER,Apurimac,2020-05-18,105,NA,NA,5159,11,94,NA
Peru,PER,Arequipa,2020-05-18,1929,23,NA,26426,372,1557,NA
Peru,PER,Ayacucho,2020-05-18,406,3,NA,5182,183,223,NA
Peru,PER,Cajamarca,2020-05-18,435,3,NA,9089,133,302,NA
Peru,PER,Callao,2020-05-18,6782,160,NA,23379,1894,4888,NA
Peru,PER,Cusco,2020-05-18,626,3,NA,11773,95,531,NA
Peru,PER,Huancavelica,2020-05-18,242,1,NA,5613,32,210,NA
Peru,PER,Huánuco,2020-05-18,504,7,NA,6682,21,483,NA
Peru,PER,Ica,2020-05-18,1540,102,NA,13284,410,1130,NA
Peru,PER,Junín,2020-05-18,1149,14,NA,12267,224,925,NA
Peru,PER,La Libertad,2020-05-18,2324,66,NA,19049,436,1888,NA
Peru,PER,Lambayeque,2020-05-18,4961,485,NA,16332,1065,3896,NA
Peru,PER,Lima,2020-05-18,61197,955,NA,305643,19463,41734,NA
Peru,PER,Loreto,2020-05-18,2811,250,NA,8835,1870,941,NA
Peru,PER,Madre de Dios,2020-05-18,204,3,NA,7041,43,161,NA
Peru,PER,Moquegua,2020-05-18,193,NA,NA,6784,7,186,NA
Peru,PER,Pasco,2020-05-18,211,4,NA,5385,25,186,NA
Peru,PER,Piura,2020-05-18,3091,370,NA,16822,406,2685,NA
Peru,PER,Puno,2020-05-18,214,1,NA,9407,12,202,NA
Peru,PER,San Martín,2020-05-18,652,12,NA,10796,195,457,NA
Peru,PER,Tacna,2020-05-18,216,2,NA,8362,26,190,NA
Peru,PER,Tumbes,2020-05-18,639,59,NA,5608,75,564,NA
Peru,PER,Ucayali,2020-05-18,2032,91,NA,6249,417,1615,NA
Peru,PER,NA,2020-05-18,94933,2789,30306,566199,27936,66997,NA
Peru,PER,Amazonas,2020-05-19,325,17,NA,4468,88,237,NA
Peru,PER,Ancash,2020-05-19,2226,175,NA,17415,454,1772,NA
Peru,PER,Apurimac,2020-05-19,108,NA,NA,5247,11,97,NA
Peru,PER,Arequipa,2020-05-19,1967,25,NA,28222,385,1582,NA
Peru,PER,Ayacucho,2020-05-19,426,3,NA,5401,189,237,NA
Peru,PER,Cajamarca,2020-05-19,446,3,NA,9354,142,304,NA
Peru,PER,Callao,2020-05-19,7011,171,NA,24105,1904,5107,NA
Peru,PER,Cusco,2020-05-19,635,3,NA,12031,96,539,NA
Peru,PER,Huancavelica,2020-05-19,245,1,NA,5707,35,210,NA
Peru,PER,Huánuco,2020-05-19,520,7,NA,6847,24,496,NA
Peru,PER,Ica,2020-05-19,1669,102,NA,14067,433,1236,NA
Peru,PER,Junín,2020-05-19,1166,14,NA,13394,239,927,NA
Peru,PER,La Libertad,2020-05-19,2378,93,NA,20024,466,1912,NA
Peru,PER,Lambayeque,2020-05-19,5182,485,NA,16873,1129,4053,NA
Peru,PER,Lima,2020-05-19,64278,1012,NA,309905,19963,44315,NA
Peru,PER,Loreto,2020-05-19,2960,259,NA,8712,1931,1029,NA
Peru,PER,Madre de Dios,2020-05-19,247,3,NA,7286,56,191,NA
Peru,PER,Moquegua,2020-05-19,199,NA,NA,6970,7,192,NA
Peru,PER,Pasco,2020-05-19,229,4,NA,5501,27,202,NA
Peru,PER,Piura,2020-05-19,3192,370,NA,17004,417,2775,NA
Peru,PER,Puno,2020-05-19,208,1,NA,9730,13,195,NA
Peru,PER,San Martín,2020-05-19,739,12,NA,10807,205,534,NA
Peru,PER,Tacna,2020-05-19,228,4,NA,8540,32,196,NA
Peru,PER,Tumbes,2020-05-19,675,59,NA,5873,75,600,NA
Peru,PER,Ucayali,2020-05-19,2224,91,NA,6616,447,1777,NA
Peru,PER,NA,2020-05-19,99483,2914,36524,580099,28768,70715,NA
Peru,PER,Amazonas,2020-05-20,349,17,NA,4610,92,257,NA
Peru,PER,Ancash,2020-05-20,2354,175,NA,17938,513,1841,NA
Peru,PER,Apurimac,2020-05-20,113,NA,NA,5376,11,102,NA
Peru,PER,Arequipa,2020-05-20,2072,25,NA,29906,412,1660,NA
Peru,PER,Ayacucho,2020-05-20,440,3,NA,5507,197,243,NA
Peru,PER,Cajamarca,2020-05-20,451,3,NA,9693,143,308,NA
Peru,PER,Callao,2020-05-20,7381,178,NA,25173,1999,5382,NA
Peru,PER,Cusco,2020-05-20,654,3,NA,12932,96,558,NA
Peru,PER,Huancavelica,2020-05-20,260,1,NA,6007,35,225,NA
Peru,PER,Huánuco,2020-05-20,539,7,NA,7060,28,511,NA
Peru,PER,Ica,2020-05-20,1769,124,NA,14536,451,1318,NA
Peru,PER,Junín,2020-05-20,1223,14,NA,14274,250,973,NA
Peru,PER,La Libertad,2020-05-20,2447,93,NA,21224,496,1951,NA
Peru,PER,Lambayeque,2020-05-20,5409,498,NA,17311,1164,4245,NA
Peru,PER,Lima,2020-05-20,67060,1060,NA,328179,20499,46561,NA
Peru,PER,Loreto,2020-05-20,3085,260,NA,9339,1967,1118,NA
Peru,PER,Madre de Dios,2020-05-20,259,3,NA,7446,62,197,NA
Peru,PER,Moquegua,2020-05-20,235,NA,NA,7643,7,228,NA
Peru,PER,Pasco,2020-05-20,231,5,NA,5794,35,196,NA
Peru,PER,Piura,2020-05-20,3335,384,NA,17565,433,2902,NA
Peru,PER,Puno,2020-05-20,217,1,NA,10130,13,204,NA
Peru,PER,San Martín,2020-05-20,822,13,NA,11572,235,587,NA
Peru,PER,Tacna,2020-05-20,242,4,NA,9202,30,212,NA
Peru,PER,Tumbes,2020-05-20,702,62,NA,6061,75,627,NA
Peru,PER,Ucayali,2020-05-20,2371,91,NA,6925,447,1924,NA
Peru,PER,NA,2020-05-20,104020,3024,41968,611403,29690,74330,NA
Peru,PER,Amazonas,2020-05-21,371,17,NA,4681,94,277,NA
Peru,PER,Ancash,2020-05-21,2466,194,NA,18773,515,1951,NA
Peru,PER,Apurimac,2020-05-21,112,NA,NA,5553,11,101,NA
Peru,PER,Arequipa,2020-05-21,2176,25,NA,31801,430,1746,NA
Peru,PER,Ayacucho,2020-05-21,455,3,NA,5677,202,253,NA
Peru,PER,Cajamarca,2020-05-21,483,3,NA,10209,155,328,NA
Peru,PER,Callao,2020-05-21,7685,192,NA,25802,2033,5652,NA
Peru,PER,Cusco,2020-05-21,724,3,NA,13731,97,627,NA
Peru,PER,Huancavelica,2020-05-21,277,1,NA,6208,35,242,NA
Peru,PER,Huánuco,2020-05-21,566,7,NA,7347,31,535,NA
Peru,PER,Ica,2020-05-21,1905,124,NA,15560,475,1430,NA
Peru,PER,Junín,2020-05-21,1289,14,NA,15015,250,1039,NA
Peru,PER,La Libertad,2020-05-21,2542,93,NA,22571,536,2006,NA
Peru,PER,Lambayeque,2020-05-21,5581,516,NA,17838,1189,4392,NA
Peru,PER,Lima,2020-05-21,70155,1114,NA,332690,20922,49233,NA
Peru,PER,Loreto,2020-05-21,3166,262,NA,9098,2022,1144,NA
Peru,PER,Madre de Dios,2020-05-21,265,6,NA,7424,62,203,NA
Peru,PER,Moquegua,2020-05-21,270,NA,NA,8782,7,263,NA
Peru,PER,Pasco,2020-05-21,249,5,NA,6035,35,214,NA
Peru,PER,Piura,2020-05-21,3496,385,NA,17840,439,3057,NA
Peru,PER,Puno,2020-05-21,225,1,NA,10487,15,210,NA
Peru,PER,San Martín,2020-05-21,857,13,NA,11811,242,615,NA
Peru,PER,Tacna,2020-05-21,254,4,NA,9604,30,224,NA
Peru,PER,Tumbes,2020-05-21,722,62,NA,6254,75,647,NA
Peru,PER,Ucayali,2020-05-21,2478,104,NA,6940,449,2029,NA
Peru,PER,NA,2020-05-21,108769,3148,43587,627731,30351,78418,NA
Peru,PER,Amazonas,2020-05-22,399,18,NA,4743,96,303,NA
Peru,PER,Ancash,2020-05-22,2557,196,NA,18962,515,2042,NA
Peru,PER,Apurimac,2020-05-22,119,NA,NA,5597,11,108,NA
Peru,PER,Arequipa,2020-05-22,2297,25,NA,32585,445,1852,NA
Peru,PER,Ayacucho,2020-05-22,479,3,NA,5724,212,267,NA
Peru,PER,Cajamarca,2020-05-22,495,3,NA,10413,158,337,NA
Peru,PER,Callao,2020-05-22,7846,192,NA,26286,2083,5763,NA
Peru,PER,Cusco,2020-05-22,766,3,NA,14034,102,664,NA
Peru,PER,Huancavelica,2020-05-22,289,1,NA,6320,37,252,NA
Peru,PER,Huánuco,2020-05-22,607,7,NA,7378,28,579,NA
Peru,PER,Ica,2020-05-22,1941,137,NA,15879,488,1453,NA
Peru,PER,Junín,2020-05-22,1336,14,NA,15093,252,1084,NA
Peru,PER,La Libertad,2020-05-22,2682,93,NA,23081,573,2109,NA
Peru,PER,Lambayeque,2020-05-22,5690,516,NA,18083,1224,4466,NA
Peru,PER,Lima,2020-05-22,71719,1164,NA,338913,21200,50519,NA
Peru,PER,Loreto,2020-05-22,3201,264,NA,9217,2035,1166,NA
Peru,PER,Madre de Dios,2020-05-22,270,6,NA,7475,62,208,NA
Peru,PER,Moquegua,2020-05-22,315,NA,NA,9085,7,308,NA
Peru,PER,Pasco,2020-05-22,276,6,NA,6133,36,240,NA
Peru,PER,Piura,2020-05-22,3621,409,NA,18124,447,3174,NA
Peru,PER,Puno,2020-05-22,232,1,NA,10539,15,217,NA
Peru,PER,San Martín,2020-05-22,903,13,NA,12172,243,660,NA
Peru,PER,Tacna,2020-05-22,279,4,NA,9799,30,249,NA
Peru,PER,Tumbes,2020-05-22,727,65,NA,6267,75,652,NA
Peru,PER,Ucayali,2020-05-22,2652,104,NA,6926,449,2203,NA
Peru,PER,NA,2020-05-22,111698,3244,44848,638828,30823,80875,NA
Peru,PER,Amazonas,2020-05-23,437,18,NA,4920,113,324,NA
Peru,PER,Ancash,2020-05-23,2722,208,NA,20026,544,2178,NA
Peru,PER,Apurimac,2020-05-23,122,NA,NA,6023,12,110,NA
Peru,PER,Arequipa,2020-05-23,2373,25,NA,34917,505,1868,NA
Peru,PER,Ayacucho,2020-05-23,498,3,NA,6029,230,268,NA
Peru,PER,Cajamarca,2020-05-23,520,3,NA,11079,158,362,NA
Peru,PER,Callao,2020-05-23,8125,192,NA,27498,2096,6029,NA
Peru,PER,Cusco,2020-05-23,793,3,NA,14865,102,691,NA
Peru,PER,Huancavelica,2020-05-23,306,1,NA,6591,50,256,NA
Peru,PER,Huánuco,2020-05-23,629,7,NA,7742,47,582,NA
Peru,PER,Ica,2020-05-23,1863,151,NA,17021,503,1360,NA
Peru,PER,Junín,2020-05-23,1375,14,NA,15785,268,1107,NA
Peru,PER,La Libertad,2020-05-23,2793,93,NA,24148,573,2220,NA
Peru,PER,Lambayeque,2020-05-23,5836,542,NA,19209,1224,4612,NA
Peru,PER,Lima,2020-05-23,74037,1208,NA,354595,21396,52641,NA
Peru,PER,Loreto,2020-05-23,3293,273,NA,9411,2046,1247,NA
Peru,PER,Madre de Dios,2020-05-23,304,6,NA,7646,71,233,NA
Peru,PER,Moquegua,2020-05-23,345,NA,NA,10966,7,338,NA
Peru,PER,Pasco,2020-05-23,288,8,NA,6467,37,251,NA
Peru,PER,Piura,2020-05-23,3812,426,NA,19123,447,3365,NA
Peru,PER,Puno,2020-05-23,247,6,NA,11229,15,232,NA
Peru,PER,San Martín,2020-05-23,938,13,NA,12646,245,693,NA
Peru,PER,Tacna,2020-05-23,291,4,NA,10312,41,250,NA
Peru,PER,Tumbes,2020-05-23,1032,65,NA,6839,163,869,NA
Peru,PER,Ucayali,2020-05-23,2775,104,NA,7500,454,2321,NA
Peru,PER,NA,2020-05-23,115754,3373,47915,672587,31347,84407,NA
Peru,PER,Amazonas,2020-05-24,451,18,NA,5150,114,337,NA
Peru,PER,Ancash,2020-05-24,2832,209,NA,20801,566,2266,NA
Peru,PER,Apurimac,2020-05-24,141,NA,NA,6289,11,130,NA
Peru,PER,Arequipa,2020-05-24,2501,25,NA,38467,469,2032,NA
Peru,PER,Ayacucho,2020-05-24,537,3,NA,6425,246,291,NA
Peru,PER,Cajamarca,2020-05-24,557,3,NA,11836,163,394,NA
Peru,PER,Callao,2020-05-24,8558,194,NA,28602,2126,6432,NA
Peru,PER,Cusco,2020-05-24,856,3,NA,15708,105,751,NA
Peru,PER,Huancavelica,2020-05-24,345,1,NA,6815,41,304,NA
Peru,PER,Huánuco,2020-05-24,676,7,NA,8072,32,644,NA
Peru,PER,Ica,2020-05-24,2153,169,NA,17334,521,1632,NA
Peru,PER,Junín,2020-05-24,1438,14,NA,16577,260,1178,NA
Peru,PER,La Libertad,2020-05-24,3023,93,NA,25883,624,2399,NA
Peru,PER,Lambayeque,2020-05-24,6075,566,NA,20614,1227,4848,NA
Peru,PER,Lima,2020-05-24,75716,1235,NA,364428,22092,53624,NA
Peru,PER,Loreto,2020-05-24,3391,276,NA,9996,2051,1340,NA
Peru,PER,Madre de Dios,2020-05-24,325,6,NA,7898,71,254,NA
Peru,PER,Moquegua,2020-05-24,352,1,NA,12279,7,345,NA
Peru,PER,Pasco,2020-05-24,335,8,NA,6907,37,298,NA
Peru,PER,Piura,2020-05-24,4219,429,NA,19762,451,3768,NA
Peru,PER,Puno,2020-05-24,257,6,NA,12159,15,242,NA
Peru,PER,San Martín,2020-05-24,957,14,NA,13349,245,712,NA
Peru,PER,Tacna,2020-05-24,291,4,NA,10730,41,250,NA
Peru,PER,Tumbes,2020-05-24,1032,68,NA,7184,163,869,NA
Peru,PER,Ucayali,2020-05-24,2941,104,NA,7743,449,2492,NA
Peru,PER,NA,2020-05-24,119959,3456,49795,701008,32127,87832,NA
Peru,PER,Amazonas,2020-05-25,460,20,NA,5269,115,345,NA
Peru,PER,Ancash,2020-05-25,2842,209,NA,21458,576,2266,NA
Peru,PER,Apurimac,2020-05-25,140,NA,NA,6464,11,129,NA
Peru,PER,Arequipa,2020-05-25,2633,25,NA,39884,491,2142,NA
Peru,PER,Ayacucho,2020-05-25,571,6,NA,6619,256,315,NA
Peru,PER,Cajamarca,2020-05-25,591,3,NA,12272,169,422,NA
Peru,PER,Callao,2020-05-25,8726,248,NA,29290,2212,6514,NA
Peru,PER,Cusco,2020-05-25,854,3,NA,15971,106,748,NA
Peru,PER,Huancavelica,2020-05-25,360,1,NA,6898,41,319,NA
Peru,PER,Huánuco,2020-05-25,692,7,NA,8268,35,657,NA
Peru,PER,Ica,2020-05-25,2119,199,NA,17653,533,1586,NA
Peru,PER,Junín,2020-05-25,1470,14,NA,17038,260,1210,NA
Peru,PER,La Libertad,2020-05-25,3178,93,NA,26487,673,2505,NA
Peru,PER,Lambayeque,2020-05-25,6217,565,NA,20862,1308,4909,NA
Peru,PER,Lima,2020-05-25,77486,1313,NA,372194,22701,54785,NA
Peru,PER,Loreto,2020-05-25,3524,280,NA,10260,2166,1358,NA
Peru,PER,Madre de Dios,2020-05-25,314,6,NA,7993,71,243,NA
Peru,PER,Moquegua,2020-05-25,357,1,NA,12965,7,350,NA
Peru,PER,Pasco,2020-05-25,387,8,NA,7128,37,350,NA
Peru,PER,Piura,2020-05-25,5457,429,NA,19298,455,5002,NA
Peru,PER,Puno,2020-05-25,263,6,NA,12536,15,248,NA
Peru,PER,San Martín,2020-05-25,980,16,NA,13665,245,735,NA
Peru,PER,Tacna,2020-05-25,325,4,NA,11223,41,284,NA
Peru,PER,Tumbes,2020-05-25,1074,69,NA,7322,163,911,NA
Peru,PER,Ucayali,2020-05-25,2959,104,NA,7926,449,2510,NA
Peru,PER,NA,2020-05-25,123979,3629,50949,716943,33136,90843,NA
Peru,PER,Amazonas,2020-05-26,511,20,NA,5484,115,396,NA
Peru,PER,Ancash,2020-05-26,3249,223,NA,21888,580,2669,NA
Peru,PER,Apurimac,2020-05-26,146,NA,NA,6693,11,135,NA
Peru,PER,Arequipa,2020-05-26,2694,28,NA,42992,527,2167,NA
Peru,PER,Ayacucho,2020-05-26,605,6,NA,6954,261,344,NA
Peru,PER,Cajamarca,2020-05-26,625,3,NA,12991,176,449,NA
Peru,PER,Callao,2020-05-26,9122,248,NA,30780,2247,6875,NA
Peru,PER,Cusco,2020-05-26,896,3,NA,16690,113,783,NA
Peru,PER,Huancavelica,2020-05-26,360,1,NA,7133,42,318,NA
Peru,PER,Huánuco,2020-05-26,716,7,NA,8559,35,681,NA
Peru,PER,Ica,2020-05-26,2363,199,NA,18214,567,1796,NA
Peru,PER,Junín,2020-05-26,1521,14,NA,17692,275,1246,NA
Peru,PER,La Libertad,2020-05-26,3309,163,NA,27667,685,2624,NA
Peru,PER,Lambayeque,2020-05-26,6453,571,NA,21463,1335,5118,NA
Peru,PER,Lima,2020-05-26,80882,1359,NA,386040,23131,57751,NA
Peru,PER,Loreto,2020-05-26,3720,288,NA,10660,2197,1523,NA
Peru,PER,Madre de Dios,2020-05-26,339,6,NA,8179,71,268,NA
Peru,PER,Moquegua,2020-05-26,402,1,NA,13551,7,395,NA
Peru,PER,Pasco,2020-05-26,408,8,NA,7393,37,371,NA
Peru,PER,Piura,2020-05-26,5457,441,NA,20367,457,5000,NA
Peru,PER,Puno,2020-05-26,300,6,NA,13201,15,285,NA
Peru,PER,San Martín,2020-05-26,1003,16,NA,14200,245,758,NA
Peru,PER,Tacna,2020-05-26,341,4,NA,11648,41,300,NA
Peru,PER,Tumbes,2020-05-26,1091,69,NA,7424,163,928,NA
Peru,PER,Ucayali,2020-05-26,3238,104,NA,8107,449,2789,NA
Peru,PER,NA,2020-05-26,129751,3788,52906,745970,33782,95969,NA
Peru,PER,Amazonas,2020-05-27,533,20,NA,5834,114,419,NA
Peru,PER,Ancash,2020-05-27,3196,237,NA,22951,594,2602,NA
Peru,PER,Apurimac,2020-05-27,151,NA,NA,6940,11,140,NA
Peru,PER,Arequipa,2020-05-27,2787,28,NA,44696,539,2248,NA
Peru,PER,Ayacucho,2020-05-27,622,6,NA,7158,264,358,NA
Peru,PER,Cajamarca,2020-05-27,645,3,NA,13697,182,463,NA
Peru,PER,Callao,2020-05-27,9495,281,NA,31645,2291,7204,NA
Peru,PER,Cusco,2020-05-27,899,3,NA,17456,116,783,NA
Peru,PER,Huancavelica,2020-05-27,379,1,NA,7344,42,337,NA
Peru,PER,Huánuco,2020-05-27,741,7,NA,8927,35,706,NA
Peru,PER,Ica,2020-05-27,2476,219,NA,18973,581,1895,NA
Peru,PER,Junín,2020-05-27,1578,14,NA,18325,277,1301,NA
Peru,PER,La Libertad,2020-05-27,3523,169,NA,29200,721,2802,NA
Peru,PER,Lambayeque,2020-05-27,6732,602,NA,22555,1338,5394,NA
Peru,PER,Lima,2020-05-27,84994,1407,NA,394092,23761,61233,NA
Peru,PER,Loreto,2020-05-27,3816,288,NA,11186,2210,1606,NA
Peru,PER,Madre de Dios,2020-05-27,388,6,NA,8489,71,317,NA
Peru,PER,Moquegua,2020-05-27,423,2,NA,14145,7,416,NA
Peru,PER,Pasco,2020-05-27,416,8,NA,7702,37,379,NA
Peru,PER,Piura,2020-05-27,6039,481,NA,21357,465,5574,NA
Peru,PER,Puno,2020-05-27,322,6,NA,13747,15,307,NA
Peru,PER,San Martín,2020-05-27,1037,18,NA,14756,245,792,NA
Peru,PER,Tacna,2020-05-27,360,4,NA,12138,53,307,NA
Peru,PER,Tumbes,2020-05-27,1115,69,NA,7556,163,952,NA
Peru,PER,Ucayali,2020-05-27,3238,104,NA,8504,449,2789,NA
Peru,PER,NA,2020-05-27,135905,3983,56169,769373,34581,101324,NA
Peru,PER,Amazonas,2020-05-28,546,21,NA,6018,118,428,NA
Peru,PER,Ancash,2020-05-28,3455,241,NA,23162,630,2825,NA
Peru,PER,Apurimac,2020-05-28,152,NA,NA,7002,11,141,NA
Peru,PER,Arequipa,2020-05-28,2921,31,NA,48420,588,2333,NA
Peru,PER,Ayacucho,2020-05-28,639,6,NA,7172,269,370,NA
Peru,PER,Cajamarca,2020-05-28,669,3,NA,14318,188,481,NA
Peru,PER,Callao,2020-05-28,9953,289,NA,32529,2347,7606,NA
Peru,PER,Cusco,2020-05-28,916,3,NA,17813,118,798,NA
Peru,PER,Huancavelica,2020-05-28,383,1,NA,7340,42,341,NA
Peru,PER,Huánuco,2020-05-28,780,9,NA,8987,39,741,NA
Peru,PER,Ica,2020-05-28,2662,222,NA,19520,617,2045,NA
Peru,PER,Junín,2020-05-28,1675,16,NA,18352,301,1374,NA
Peru,PER,La Libertad,2020-05-28,3818,174,NA,30871,745,3073,NA
Peru,PER,Lambayeque,2020-05-28,7020,605,NA,22782,1374,5646,NA
Peru,PER,Lima,2020-05-28,87478,1473,NA,401723,24418,63060,NA
Peru,PER,Loreto,2020-05-28,3959,289,NA,11445,2227,1732,NA
Peru,PER,Madre de Dios,2020-05-28,402,6,NA,8550,71,331,NA
Peru,PER,Moquegua,2020-05-28,447,2,NA,14875,7,440,NA
Peru,PER,Pasco,2020-05-28,426,8,NA,7792,37,389,NA
Peru,PER,Piura,2020-05-28,6942,497,NA,20691,465,6477,NA
Peru,PER,Puno,2020-05-28,322,6,NA,14301,17,305,NA
Peru,PER,San Martín,2020-05-28,1093,19,NA,14700,245,848,NA
Peru,PER,Tacna,2020-05-28,372,4,NA,12764,53,319,NA
Peru,PER,Tumbes,2020-05-28,1219,69,NA,7452,163,1056,NA
Peru,PER,Ucayali,2020-05-28,3530,105,NA,8439,542,2988,NA
Peru,PER,NA,2020-05-28,141779,4099,59442,787018,35632,106147,NA
Peru,PER,Amazonas,2020-05-29,563,21,NA,6162,118,445,NA
Peru,PER,Ancash,2020-05-29,3384,252,NA,23763,658,2726,NA
Peru,PER,Apurimac,2020-05-29,162,1,NA,7272,11,151,NA
Peru,PER,Arequipa,2020-05-29,3146,33,NA,52333,613,2533,NA
Peru,PER,Ayacucho,2020-05-29,679,6,NA,7285,273,406,NA
Peru,PER,Cajamarca,2020-05-29,700,4,NA,15051,196,504,NA
Peru,PER,Callao,2020-05-29,10781,298,NA,32879,2473,8308,NA
Peru,PER,Cusco,2020-05-29,916,3,NA,18613,118,798,NA
Peru,PER,Huancavelica,2020-05-29,407,1,NA,7387,42,365,NA
Peru,PER,Huánuco,2020-05-29,811,10,NA,9577,41,770,NA
Peru,PER,Ica,2020-05-29,2691,228,NA,20678,624,2067,NA
Peru,PER,Junín,2020-05-29,1755,17,NA,19635,304,1451,NA
Peru,PER,La Libertad,2020-05-29,3816,179,NA,32171,746,3070,NA
Peru,PER,Lambayeque,2020-05-29,7060,608,NA,22678,1414,5646,NA
Peru,PER,Lima,2020-05-29,92057,1547,NA,413653,25134,66923,NA
Peru,PER,Loreto,2020-05-29,4109,293,NA,11885,2227,1882,NA
Peru,PER,Madre de Dios,2020-05-29,450,6,NA,8668,93,357,NA
Peru,PER,Moquegua,2020-05-29,462,2,NA,16244,7,455,NA
Peru,PER,Pasco,2020-05-29,448,8,NA,8062,37,411,NA
Peru,PER,Piura,2020-05-29,7180,507,NA,22157,471,6709,NA
Peru,PER,Puno,2020-05-29,321,7,NA,14717,17,304,NA
Peru,PER,San Martín,2020-05-29,1151,19,NA,15240,275,876,NA
Peru,PER,Tacna,2020-05-29,372,4,NA,13646,55,317,NA
Peru,PER,Tumbes,2020-05-29,1219,70,NA,7169,163,1056,NA
Peru,PER,Ucayali,2020-05-29,3645,106,NA,8407,590,3055,NA
Peru,PER,NA,2020-05-29,148285,4230,62791,815332,36700,111585,NA
Peru,PER,Amazonas,2020-05-30,582,21,NA,6490,121,461,NA
Peru,PER,Ancash,2020-05-30,3515,262,NA,25825,666,2849,NA
Peru,PER,Apurimac,2020-05-30,171,3,NA,7277,11,160,NA
Peru,PER,Arequipa,2020-05-30,3335,39,NA,56524,646,2689,NA
Peru,PER,Ayacucho,2020-05-30,712,7,NA,7538,276,436,NA
Peru,PER,Cajamarca,2020-05-30,720,5,NA,15722,198,522,NA
Peru,PER,Callao,2020-05-30,12105,312,NA,34824,2509,9596,NA
Peru,PER,Cusco,2020-05-30,1015,3,NA,19230,122,893,NA
Peru,PER,Huancavelica,2020-05-30,430,1,NA,7636,47,383,NA
Peru,PER,Huánuco,2020-05-30,848,10,NA,9854,44,804,NA
Peru,PER,Ica,2020-05-30,2789,239,NA,22284,678,2111,NA
Peru,PER,Junín,2020-05-30,1816,19,NA,20413,312,1504,NA
Peru,PER,La Libertad,2020-05-30,3998,184,NA,34104,850,3148,NA
Peru,PER,Lambayeque,2020-05-30,7020,611,NA,25113,1427,5593,NA
Peru,PER,Lima,2020-05-30,96583,1625,NA,432916,25753,70830,NA
Peru,PER,Loreto,2020-05-30,4635,295,NA,12000,2252,2383,NA
Peru,PER,Madre de Dios,2020-05-30,485,6,NA,8270,109,376,NA
Peru,PER,Moquegua,2020-05-30,477,2,NA,17231,7,470,NA
Peru,PER,Pasco,2020-05-30,458,9,NA,8398,37,421,NA
Peru,PER,Piura,2020-05-30,7180,510,NA,23319,483,6697,NA
Peru,PER,Puno,2020-05-30,333,7,NA,15073,17,316,NA
Peru,PER,San Martín,2020-05-30,1225,19,NA,15944,275,950,NA
Peru,PER,Tacna,2020-05-30,375,4,NA,14472,53,322,NA
Peru,PER,Tumbes,2020-05-30,1219,71,NA,7250,163,1056,NA
Peru,PER,Ucayali,2020-05-30,3645,107,NA,9330,594,3051,NA
Peru,PER,NA,2020-05-30,155671,4371,66447,857037,37650,118021,NA
Peru,PER,Amazonas,2020-05-31,605,21,NA,6859,133,472,NA
Peru,PER,Ancash,2020-05-31,4220,267,NA,26660,683,3537,NA
Peru,PER,Apurimac,2020-05-31,194,3,NA,7536,11,183,NA
Peru,PER,Arequipa,2020-05-31,3332,44,NA,59859,646,2686,NA
Peru,PER,Ayacucho,2020-05-31,748,7,NA,7921,279,469,NA
Peru,PER,Cajamarca,2020-05-31,747,5,NA,16355,202,545,NA
Peru,PER,Callao,2020-05-31,12167,321,NA,37037,2543,9624,NA
Peru,PER,Cusco,2020-05-31,1062,3,NA,19983,122,940,NA
Peru,PER,Huancavelica,2020-05-31,436,1,NA,7905,50,386,NA
Peru,PER,Huánuco,2020-05-31,885,12,NA,10284,46,839,NA
Peru,PER,Ica,2020-05-31,3334,244,NA,22996,708,2626,NA
Peru,PER,Junín,2020-05-31,1848,19,NA,21732,328,1520,NA
Peru,PER,La Libertad,2020-05-31,4660,191,NA,35462,880,3780,NA
Peru,PER,Lambayeque,2020-05-31,8484,612,NA,25538,1446,7038,NA
Peru,PER,Lima,2020-05-31,100526,1709,NA,450643,26434,74092,NA
Peru,PER,Loreto,2020-05-31,4715,296,NA,12577,2290,2425,NA
Peru,PER,Madre de Dios,2020-05-31,493,6,NA,8631,109,384,NA
Peru,PER,Moquegua,2020-05-31,515,2,NA,18245,7,508,NA
Peru,PER,Pasco,2020-05-31,463,9,NA,8687,38,425,NA
Peru,PER,Piura,2020-05-31,7504,519,NA,24497,597,6907,NA
Peru,PER,Puno,2020-05-31,392,7,NA,15969,17,375,NA
Peru,PER,San Martín,2020-05-31,1296,21,NA,16691,294,1002,NA
Peru,PER,Tacna,2020-05-31,448,5,NA,15349,53,395,NA
Peru,PER,Tumbes,2020-05-31,1348,75,NA,7408,163,1185,NA
Peru,PER,Ucayali,2020-05-31,4054,107,NA,9574,594,3460,NA
Peru,PER,NA,2020-05-31,164476,4506,67208,894398,38673,125803,NA
Peru,PER,Amazonas,2020-06-01,608,21,NA,6950,133,475,NA
Peru,PER,Ancash,2020-06-01,4444,270,NA,26896,697,3747,NA
